channel_name,message_id,image_path,detected_class,confidence_score,image_category
CheMed123,79,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\79.jpg,none,0.0,other
CheMed123,80,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\80.jpg,person,0.9279,promotional
CheMed123,80,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\80.jpg,bottle,0.7433,promotional
CheMed123,80,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\80.jpg,chair,0.5636,promotional
CheMed123,81,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\81.jpg,bottle,0.8818,product_display
CheMed123,81,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\81.jpg,bottle,0.8327,product_display
CheMed123,81,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\81.jpg,bottle,0.8217,product_display
CheMed123,81,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\81.jpg,bottle,0.8041,product_display
CheMed123,81,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\81.jpg,bottle,0.7617,product_display
CheMed123,82,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\82.jpg,bottle,0.8992,product_display
CheMed123,82,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\82.jpg,bottle,0.8425,product_display
CheMed123,82,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\82.jpg,bottle,0.7404,product_display
CheMed123,82,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\82.jpg,apple,0.4785,product_display
CheMed123,85,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\85.jpg,none,0.0,other
CheMed123,86,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\86.jpg,person,0.9013,lifestyle
CheMed123,86,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\86.jpg,refrigerator,0.357,lifestyle
CheMed123,87,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\87.jpg,parking meter,0.2786,other
CheMed123,88,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\88.jpg,none,0.0,other
CheMed123,9,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\9.jpg,bottle,0.3872,product_display
CheMed123,90,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\90.jpg,book,0.3078,other
CheMed123,91,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\91.jpg,none,0.0,other
CheMed123,92,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\92.jpg,none,0.0,other
CheMed123,93,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\93.jpg,person,0.9077,lifestyle
CheMed123,94,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\94.jpg,cup,0.7409,promotional
CheMed123,94,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\94.jpg,person,0.4758,promotional
CheMed123,94,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\94.jpg,cup,0.3856,promotional
CheMed123,95,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\95.jpg,person,0.8684,lifestyle
CheMed123,95,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\95.jpg,person,0.4918,lifestyle
CheMed123,96,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\96.jpg,cup,0.326,product_display
CheMed123,97,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\97.jpg,none,0.0,other
lobelia4cosmetics,26303,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26303.jpg,none,0.0,other
lobelia4cosmetics,26304,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26304.jpg,none,0.0,other
lobelia4cosmetics,26305,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26305.jpg,none,0.0,other
lobelia4cosmetics,26306,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26306.jpg,bottle,0.3844,product_display
lobelia4cosmetics,26306,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26306.jpg,cell phone,0.3352,product_display
lobelia4cosmetics,26306,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26306.jpg,bottle,0.3006,product_display
lobelia4cosmetics,26307,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26307.jpg,none,0.0,other
lobelia4cosmetics,26308,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26308.jpg,none,0.0,other
lobelia4cosmetics,26309,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26309.jpg,bottle,0.2911,product_display
lobelia4cosmetics,26310,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26310.jpg,refrigerator,0.4421,other
lobelia4cosmetics,26310,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26310.jpg,book,0.2519,other
lobelia4cosmetics,26311,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26311.jpg,book,0.3516,other
lobelia4cosmetics,26312,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26312.jpg,bottle,0.7881,product_display
lobelia4cosmetics,26312,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26312.jpg,bottle,0.5554,product_display
lobelia4cosmetics,26312,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26312.jpg,bottle,0.3785,product_display
lobelia4cosmetics,26312,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26312.jpg,bottle,0.3652,product_display
lobelia4cosmetics,26312,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26312.jpg,bottle,0.3564,product_display
lobelia4cosmetics,26312,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26312.jpg,bottle,0.3383,product_display
lobelia4cosmetics,26312,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26312.jpg,bottle,0.3041,product_display
lobelia4cosmetics,26312,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26312.jpg,bottle,0.2988,product_display
lobelia4cosmetics,26313,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26313.jpg,none,0.0,other
lobelia4cosmetics,26314,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26314.jpg,none,0.0,other
lobelia4cosmetics,26315,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26315.jpg,none,0.0,other
lobelia4cosmetics,26316,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26316.jpg,bottle,0.6768,product_display
lobelia4cosmetics,26317,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26317.jpg,none,0.0,other
lobelia4cosmetics,26318,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26318.jpg,none,0.0,other
lobelia4cosmetics,26319,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26319.jpg,none,0.0,other
lobelia4cosmetics,26320,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26320.jpg,bottle,0.2725,product_display
lobelia4cosmetics,26321,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26321.jpg,bottle,0.7189,product_display
lobelia4cosmetics,26321,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26321.jpg,dining table,0.4859,product_display
lobelia4cosmetics,26321,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26321.jpg,cup,0.3462,product_display
lobelia4cosmetics,26321,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26321.jpg,book,0.2678,product_display
lobelia4cosmetics,26322,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26322.jpg,cup,0.354,product_display
lobelia4cosmetics,26323,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26323.jpg,none,0.0,other
lobelia4cosmetics,26324,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26324.jpg,cup,0.7179,product_display
lobelia4cosmetics,26324,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26324.jpg,cup,0.3851,product_display
lobelia4cosmetics,26324,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26324.jpg,book,0.294,product_display
lobelia4cosmetics,26325,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26325.jpg,bottle,0.8124,product_display
lobelia4cosmetics,26326,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26326.jpg,bottle,0.4823,product_display
lobelia4cosmetics,26326,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26326.jpg,bottle,0.4725,product_display
lobelia4cosmetics,26326,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26326.jpg,bottle,0.4318,product_display
lobelia4cosmetics,26326,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26326.jpg,bottle,0.2713,product_display
lobelia4cosmetics,26327,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26327.jpg,bottle,0.5669,product_display
lobelia4cosmetics,26327,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26327.jpg,bottle,0.3779,product_display
lobelia4cosmetics,26327,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26327.jpg,bottle,0.2699,product_display
lobelia4cosmetics,26327,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26327.jpg,bottle,0.264,product_display
lobelia4cosmetics,26327,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26327.jpg,bottle,0.2567,product_display
lobelia4cosmetics,26328,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26328.jpg,none,0.0,other
lobelia4cosmetics,26329,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26329.jpg,book,0.2522,other
lobelia4cosmetics,26330,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26330.jpg,none,0.0,other
lobelia4cosmetics,26331,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26331.jpg,person,0.6776,lifestyle
lobelia4cosmetics,26331,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26331.jpg,stop sign,0.2888,lifestyle
lobelia4cosmetics,26332,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26332.jpg,none,0.0,other
lobelia4cosmetics,26333,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26333.jpg,bottle,0.8742,product_display
lobelia4cosmetics,26333,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26333.jpg,dining table,0.3456,product_display
lobelia4cosmetics,26333,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26333.jpg,bottle,0.3282,product_display
lobelia4cosmetics,26333,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26333.jpg,bottle,0.2891,product_display
lobelia4cosmetics,26334,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26334.jpg,bottle,0.5591,product_display
lobelia4cosmetics,26334,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26334.jpg,bottle,0.5129,product_display
lobelia4cosmetics,26334,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26334.jpg,bottle,0.4146,product_display
lobelia4cosmetics,26334,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26334.jpg,bottle,0.256,product_display
lobelia4cosmetics,26335,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26335.jpg,none,0.0,other
lobelia4cosmetics,26336,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26336.jpg,none,0.0,other
lobelia4cosmetics,26337,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26337.jpg,none,0.0,other
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.5097,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.5074,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,dining table,0.4609,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.4239,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.4207,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,cup,0.3684,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.3385,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.326,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.3152,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.3124,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.2993,product_display
lobelia4cosmetics,26338,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26338.jpg,bottle,0.2902,product_display
lobelia4cosmetics,26339,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26339.jpg,person,0.3117,lifestyle
lobelia4cosmetics,26340,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26340.jpg,bottle,0.5939,product_display
lobelia4cosmetics,26341,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26341.jpg,bottle,0.6115,product_display
lobelia4cosmetics,26343,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26343.jpg,bottle,0.9345,promotional
lobelia4cosmetics,26343,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26343.jpg,person,0.7855,promotional
lobelia4cosmetics,26343,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26343.jpg,person,0.6679,promotional
lobelia4cosmetics,26343,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26343.jpg,orange,0.4591,promotional
lobelia4cosmetics,26343,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26343.jpg,orange,0.3661,promotional
lobelia4cosmetics,26343,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26343.jpg,person,0.3541,promotional
lobelia4cosmetics,26343,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26343.jpg,orange,0.3525,promotional
lobelia4cosmetics,26344,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26344.jpg,none,0.0,other
lobelia4cosmetics,26345,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26345.jpg,person,0.8894,lifestyle
lobelia4cosmetics,26345,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26345.jpg,person,0.7644,lifestyle
lobelia4cosmetics,26345,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26345.jpg,person,0.5231,lifestyle
lobelia4cosmetics,26346,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26346.jpg,person,0.8004,lifestyle
lobelia4cosmetics,26347,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26347.jpg,bottle,0.8742,product_display
lobelia4cosmetics,26347,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26347.jpg,dining table,0.3456,product_display
lobelia4cosmetics,26347,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26347.jpg,bottle,0.3282,product_display
lobelia4cosmetics,26347,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26347.jpg,bottle,0.2891,product_display
lobelia4cosmetics,26348,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26348.jpg,bottle,0.7407,product_display
lobelia4cosmetics,26349,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26349.jpg,bottle,0.8619,product_display
lobelia4cosmetics,26350,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26350.jpg,orange,0.8507,product_display
lobelia4cosmetics,26350,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26350.jpg,orange,0.7533,product_display
lobelia4cosmetics,26350,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26350.jpg,bowl,0.4617,product_display
lobelia4cosmetics,26350,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26350.jpg,dining table,0.4286,product_display
lobelia4cosmetics,26351,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26351.jpg,cup,0.354,product_display
lobelia4cosmetics,26352,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26352.jpg,bottle,0.524,product_display
lobelia4cosmetics,26353,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26353.jpg,parking meter,0.2865,other
lobelia4cosmetics,26353,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26353.jpg,cell phone,0.2592,other
lobelia4cosmetics,26354,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26354.jpg,none,0.0,other
lobelia4cosmetics,26355,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26355.jpg,book,0.2522,other
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.6433,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.6279,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.4022,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.3563,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.3472,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.345,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.3412,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.3148,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.2692,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.2692,product_display
lobelia4cosmetics,26356,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26356.jpg,bottle,0.2634,product_display
lobelia4cosmetics,26357,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26357.jpg,refrigerator,0.5083,product_display
lobelia4cosmetics,26357,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26357.jpg,bottle,0.4445,product_display
lobelia4cosmetics,26357,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26357.jpg,bottle,0.3976,product_display
lobelia4cosmetics,26357,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26357.jpg,dining table,0.2988,product_display
lobelia4cosmetics,26357,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26357.jpg,bottle,0.2925,product_display
lobelia4cosmetics,26357,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26357.jpg,bottle,0.2799,product_display
lobelia4cosmetics,26357,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26357.jpg,bottle,0.275,product_display
lobelia4cosmetics,26357,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26357.jpg,bottle,0.2587,product_display
lobelia4cosmetics,26358,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26358.jpg,bottle,0.4823,product_display
lobelia4cosmetics,26358,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26358.jpg,bottle,0.4725,product_display
lobelia4cosmetics,26358,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26358.jpg,bottle,0.4318,product_display
lobelia4cosmetics,26358,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26358.jpg,bottle,0.2713,product_display
lobelia4cosmetics,26359,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26359.jpg,bottle,0.5669,product_display
lobelia4cosmetics,26359,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26359.jpg,bottle,0.3779,product_display
lobelia4cosmetics,26359,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26359.jpg,bottle,0.2699,product_display
lobelia4cosmetics,26359,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26359.jpg,bottle,0.264,product_display
lobelia4cosmetics,26359,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26359.jpg,bottle,0.2567,product_display
lobelia4cosmetics,26360,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26360.jpg,bottle,0.437,product_display
lobelia4cosmetics,26361,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26361.jpg,bottle,0.5032,product_display
lobelia4cosmetics,26361,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26361.jpg,bottle,0.3454,product_display
lobelia4cosmetics,26361,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26361.jpg,bottle,0.3195,product_display
lobelia4cosmetics,26362,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26362.jpg,bottle,0.5096,product_display
lobelia4cosmetics,26362,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26362.jpg,bottle,0.3521,product_display
lobelia4cosmetics,26363,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26363.jpg,bottle,0.6109,product_display
lobelia4cosmetics,26363,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26363.jpg,bottle,0.3556,product_display
lobelia4cosmetics,26363,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\lobelia4cosmetics\26363.jpg,bottle,0.3351,product_display
