channel_name,message_id,image_path,detected_class,confidence_score,image_category
CheMed123,70,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\70.jpg,book,0.4226,lifestyle
CheMed123,71,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\71.jpg,person,0.8836,lifestyle
CheMed123,71,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\71.jpg,person,0.8043,lifestyle
CheMed123,74,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\74.jpg,none,0.0,other
CheMed123,75,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\75.jpg,person,0.8353,lifestyle
CheMed123,76,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\76.jpg,person,0.8694,lifestyle
CheMed123,76,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\76.jpg,chair,0.2723,lifestyle
CheMed123,76,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\76.jpg,chair,0.2518,lifestyle
CheMed123,77,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\77.jpg,bottle,0.9558,product_display
CheMed123,77,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\77.jpg,bottle,0.9073,product_display
CheMed123,77,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\77.jpg,bottle,0.8961,product_display
CheMed123,77,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\77.jpg,bottle,0.8937,product_display
CheMed123,78,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\78.jpg,person,0.7699,lifestyle
CheMed123,78,C:\Users\ekram\Documents\GitHub\medical-telegram-warehouse\data\raw\images\CheMed123\78.jpg,person,0.3556,lifestyle
